Communication_number,Social_unit,Part_exchange,Gesture_start_time,Duration_analysis_include,Mau_end_time,Outcome_time,Outcome,Sgn_ID,Rcp_ID,Signaller_age,Recipient_age,Goal_anon
330253a,Kanyawara,1_3,638.962,Include,640.227,660.841,GoalRecipient,ID_15,ID_6,10,32,Goal_7
330253a,Kanyawara,3_3,655.718,Include,656.669,660.841,GoalRecipient,ID_15,ID_6,10,32,Goal_7
330239a,Kanyawara,1_2,845.541,Include,847.041,848.584,TimeExcludeAmbiguous,ID_15,ID_6,11,33,Goal_8
330260,Kanyawara,Unclear,446.015,Include,447.924,446.015,Exclude,ID_15,J,10,NA,NA
330260,Kanyawara,Unclear,447.513,Include,447.8,446.015,Exclude,ID_15,J,10,NA,NA
330260,Kanyawara,Unclear,449.114,Include,449.871,446.015,Exclude,ID_15,J,10,NA,NA
330264a,Kanyawara,1_2,647.3,Include,648.92,650.775,GoalSignaller,ID_15,ID_119,10,17,Goal_22
330155,Kanyawara,1_1,45.746,Include,46.343,48.69,GoalRecipient,ID_15,ID_191,10,22,Goal_10
330155,Kanyawara,1_1,46.446,Include,47.638,48.69,GoalRecipient,ID_15,ID_191,10,22,Goal_10
330156a,Kanyawara,1_2,454.054,ExcludeEnd,455.933,460.004,TimeExcludeSignaller,ID_15,ID_191,10,22,Goal_8
330156a,Kanyawara,1_2,450.114,Include,451.434,460.004,TimeExcludeSignaller,ID_15,ID_191,10,22,Goal_8
330155,Kanyawara,1_1,45.627,Include,46.181,48.69,GoalRecipient,ID_15,ID_191,10,22,Goal_10
330199,Kanyawara,1_1,217.56,Include,221.912,217.56,Exclude,ID_15,Unk,11,NA,Goal_9
300309,Waibira,1_1,0.952,Include,1.952,2.592,Exclude,ID_16,ID_21,23,25,Goal_3
300478,Waibira,1_1,24.511,Include,25.264,26.217,GoalRecipient,ID_16,ID_28,23,2,NA
300382,Waibira,Unclear,3.509,Include,5.069,11.94,GoalRecipient,ID_16,ID_28,23,2,Goal_6
300203b,Waibira,Unclear,97.108,Include,97.362,100.365,GoalAmbiguous,ID_16,ID_28,26,5,Goal_6
300382,Waibira,Unclear,2.66,Include,3.364,11.94,GoalRecipient,ID_16,ID_28,23,2,Goal_6
300382,Waibira,Unclear,9.97,Include,10.354,11.94,GoalRecipient,ID_16,ID_28,23,2,Goal_6
300188b,Waibira,2_2,19.081,Include,20.404,23.736,TimeExcludeAmbiguous,ID_16,ID_28,26,5,Goal_14
300188b,Waibira,2_2,19.757,Include,21.126,23.736,TimeExcludeAmbiguous,ID_16,ID_28,26,5,Goal_14
300382,Waibira,Unclear,6.109,Include,7.189,11.94,GoalRecipient,ID_16,ID_28,23,2,Goal_6
300690b,Waibira,2_2,53.678,Include,55.269,55.928,GoalRecipient,ID_16,ID_28,27,6,Goal_20
300382,Waibira,Unclear,8.813,Include,9.087,11.94,GoalRecipient,ID_16,ID_28,23,2,Goal_6
300686,Waibira,1_1,3.316,Include,4.22,3.316,Exclude,ID_16,ID_37,27,17,Goal_3
300476b,Waibira,2_2,3.03,Include,4.55,6.594,GoalRecipient,ID_16,ID_51,23,24,Goal_7
300307a,Waibira,Unclear,4.258,Include,4.938,3.1,Exclude,ID_16,ID_120,23,33,Goal_9
300307a,Waibira,Unclear,0,Include,0.633,3.1,Exclude,ID_16,ID_120,23,33,Goal_9
300307a,Waibira,Unclear,1.318,Include,1.555,3.1,Exclude,ID_16,ID_120,23,33,Goal_9
300307a,Waibira,Unclear,1.907,ExcludeEnd,2.894,3.1,Exclude,ID_16,ID_120,23,33,Goal_9
300307a,Waibira,Unclear,5.941,Include,7.061,3.1,Exclude,ID_16,ID_120,23,33,Goal_9
300829,Waibira,Unclear,373.198,Include,374.217,373.198,TimeExcludeRecipient,ID_16,ID_125,28,19,Goal_5
300315,Waibira,1_1,1.436,Include,4.514,4.835,GoalRecipient,ID_16,ID_161,23,21,Goal_7
300794,Waibira,1_1,9.683,Include,10.468,9.683,Exclude,ID_17,A_M,10,NA,Goal_3
300691,Waibira,1_1,3.731,Include,4.611,6.051,GoalAmbiguous,ID_17,ID_16,9,27,Goal_5
300689,Waibira,Unclear,3.28,Include,4.6,3.28,Exclude,ID_17,ID_28,9,6,Goal_9
320263,Issa,1_1,13.131,Include,15.108,15.108,GoalRecipient,ID_18,ID_256,39,NA,Goal_15
320250,Issa,Unclear,0.788,Include,4.043,4.748,GoalAmbiguous,ID_18,ID_26,38,38,Goal_2
320108,Issa,1_1,2.794,ExcludeEnd,3.427,3.92,GoalAmbiguous,ID_18,ID_43,40,28,Goal_13
102357,Sonso,1_1,15.28,Include,16.76,20.28,GoalRecipient,ID_19,ID_39,20,41,Goal_7
102357,Sonso,1_1,5.6,Include,6.88,20.28,GoalRecipient,ID_19,ID_39,20,41,Goal_7
100467,Sonso,1_1,23.56,ExcludeEnd,24.92,25.04,TimeExcludeAmbiguous,ID_19,ID_78,21,2,NA
100466a,Sonso,1_2,1.68,Include,2.04,21.72,TimeExcludeAmbiguous,ID_19,ID_78,21,2,NA
100468,Sonso,1_1,3.16,Include,3.8,19.76,GoalAmbiguous,ID_19,ID_78,21,2,NA
100468,Sonso,1_1,14.88,Include,18.16,19.76,GoalAmbiguous,ID_19,ID_78,21,2,NA
100466a,Sonso,1_2,2.2,Include,3.08,21.72,TimeExcludeAmbiguous,ID_19,ID_78,21,2,NA
100466a,Sonso,1_2,3.88,Include,4.8,21.72,TimeExcludeAmbiguous,ID_19,ID_78,21,2,NA
330178,Kanyawara,1_1,410.067,Include,412.98,412.98,GoalRecipient,ID_20,ID_116,48,32,Goal_7
330181,Kanyawara,1_1,873.553,Include,875.452,878.078,GoalSignaller,ID_20,ID_116,48,32,Goal_21
330176b,Kanyawara,2_2,131.084,Include,132.192,134.926,GoalSignaller,ID_20,ID_116,48,32,Goal_8
330149b,Kanyawara,2_2,251.818,ExcludeEnd,253.088,251.818,TimeExcludeAmbiguous,ID_20,ID_116,48,32,Goal_12
330178,Kanyawara,1_1,410.503,Include,411.823,412.98,GoalRecipient,ID_20,ID_116,48,32,Goal_7
330177,Kanyawara,1_1,183.384,Exclude,184.384,191.704,GoalAmbiguous,ID_20,ID_116,48,32,Goal_13
330179b,Kanyawara,2_2,548.746,Include,551.009,551.478,GoalRecipient,ID_20,ID_116,48,32,Goal_8
330176b,Kanyawara,2_2,129.305,Include,130.532,134.926,GoalSignaller,ID_20,ID_116,48,32,Goal_8
330181,Kanyawara,1_1,868.863,Include,870.331,878.078,GoalSignaller,ID_20,ID_116,48,32,Goal_21
330180b,Kanyawara,2_2,793.064,Include,794.992,795.309,GoalRecipient,ID_20,ID_116,48,32,Goal_7
330181,Kanyawara,1_1,873.622,Include,874.012,878.078,GoalSignaller,ID_20,ID_116,48,32,Goal_21
330148,Kanyawara,1_1,164.243,Include,165.313,165.787,GoalAmbiguous,ID_20,ID_116,48,32,Goal_13
330176b,Kanyawara,2_2,131.589,Include,133.413,134.926,GoalSignaller,ID_20,ID_116,48,32,Goal_8
101408,Sonso,1_1,69.28,Include,71.96,72.12,GoalRecipient,ID_19,ID_145,21,16,Goal_7
101304b,Sonso,2_2,126.28,Include,127.68,133.84,GoalSignaller,ID_19,ID_157,21,26,Goal_21
330052b,Kanyawara,2_2,637.796,Include,639.533,639.103,GoalRecipient,ID_20,ID_176,48,19,Goal_7
330227a,Kanyawara,1_2,237.001,Include,237.913,246.141,GoalAmbiguous,ID_20,ID_185,48,15,Goal_13
330183a,Kanyawara,1_2,385.126,Include,386.082,386.746,GoalAmbiguous,ID_20,ID_222,48,19,Goal_13
330001,Kanyawara,Unclear,308.84,Include,309.194,305.878,TimeExcludeSignaller,ID_20,ID_222,48,19,Goal_22
330001,Kanyawara,Unclear,308.28,Include,308.799,305.878,TimeExcludeSignaller,ID_20,ID_222,48,19,Goal_22
330001,Kanyawara,Unclear,305.878,Include,307.314,305.878,TimeExcludeSignaller,ID_20,ID_222,48,19,Goal_22
100497,Sonso,1_1,1,Include,1.88,2.8,Exclude,ID_19,Unk,21,NA,Goal_25
100497,Sonso,1_1,1.88,Include,2.76,2.8,Exclude,ID_19,Unk,21,NA,Goal_25
330085,Kanyawara,1_1,430.527,Include,432.087,432.312,GoalAmbiguous,ID_20,ID_245,48,41,Goal_13
330086b,Kanyawara,2_2,538.156,ExcludeEnd,539.813,541.675,TimeExcludeSignaller,ID_20,ID_245,48,41,Goal_21
330087,Kanyawara,1_1,819.924,Include,822.057,822.767,GoalAmbiguous,ID_20,ID_245,48,41,Goal_13
330085,Kanyawara,1_1,430.527,Include,431.517,432.312,GoalAmbiguous,ID_20,ID_245,48,41,Goal_13
102434,Sonso,1_1,109.84,Include,112.28,113.72,GoalRecipient,ID_19,ID_247,21,7,Goal_11
100551,Sonso,1_1,36.88,Include,37.88,38.52,GoalSignaller,ID_19,ID_250,21,6,Goal_12
101310,Sonso,1_1,3.48,Include,4.2,8.4,GoalRecipient,ID_19,ID_251,21,13,Goal_7
300790a,Waibira,1_3,3.634,Include,4.434,34.597,GoalAmbiguous,ID_21,A_F,30,NA,Goal_2
300855,Waibira,Unclear,95.169,Include,95.521,26.938,Exclude,ID_21,A_F,30,NA,Goal_9
300855,Waibira,Unclear,43.773,Include,44.315,26.938,Exclude,ID_21,A_F,30,NA,Goal_9
300853,Waibira,Unclear,107.991,Include,110.544,97.059,Exclude,ID_21,A_F,30,NA,Goal_9
300853,Waibira,Unclear,117.011,Include,121.968,97.059,Exclude,ID_21,A_F,30,NA,Goal_9
300854,Waibira,Unclear,15.591,Include,19.33,15.591,Exclude,ID_21,A_F,30,NA,Goal_9
300853,Waibira,Unclear,97.059,Include,102.119,97.059,Exclude,ID_21,A_F,30,NA,Goal_9
300853,Waibira,Unclear,124.993,Include,127.351,97.059,Exclude,ID_21,A_F,30,NA,Goal_9
300790a,Waibira,3_3,31.476,Include,32.342,34.597,GoalAmbiguous,ID_21,A_F,30,NA,Goal_2
300855,Waibira,Unclear,26.938,Include,28.935,26.938,Exclude,ID_21,A_F,30,NA,Goal_9
300855,Waibira,Unclear,3.194,Include,7.504,26.938,Exclude,ID_21,A_F,30,NA,Goal_9
300855,Waibira,Unclear,49.826,Include,50.698,26.938,Exclude,ID_21,A_F,30,NA,Goal_9
300325,Waibira,1_1,32.848,Include,33.643,34.44,Exclude,ID_21,A_M,25,NA,Goal_9
300290a,Waibira,1_2,11.468,Include,13.081,13.334,GoalAmbiguous,ID_21,ID_1,28,23,Goal_14
300600,Waibira,1_1,179.421,Include,181.756,181.756,GoalRecipient,ID_21,ID_5,27,21,Goal_7
300592a,Waibira,1_2,21.92,Include,23.547,30.62,GoalSignaller,ID_21,ID_5,27,21,Goal_8
300594,Waibira,1_1,31.494,Include,32.828,33.008,GoalRecipient,ID_21,ID_5,27,21,Goal_11
300593b,Waibira,2_2,166.073,ExcludeEnd,167.553,167.055,TimeExcludeAmbiguous,ID_21,ID_5,27,21,Goal_8
300601,Waibira,3_3,457.406,Include,458.4,461.275,GoalAmbiguous,ID_21,ID_5,27,21,Goal_8
300817,Waibira,1_1,9.873,ExcludeEnd,13.298,9.873,Exclude,ID_21,ID_5,30,24,Goal_9
300596,Waibira,1_1,496.795,Include,497.851,498.171,GoalRecipient,ID_21,ID_5,27,21,Goal_8
300594,Waibira,1_1,32.101,Exclude,33.021,33.008,GoalRecipient,ID_21,ID_5,27,21,Goal_11
300614,Waibira,1_1,21.083,Include,22.294,22.294,GoalRecipient,ID_21,ID_5,27,21,Goal_11
300597,Waibira,1_1,604.418,Include,605.785,607.016,TimeExcludeAmbiguous,ID_21,ID_5,27,21,Goal_8
300598,Waibira,1_1,689.565,Include,691.585,693.536,TimeExcludeAmbiguous,ID_21,ID_5,27,21,Goal_8
300600,Waibira,1_1,179.173,Include,180.253,181.756,GoalRecipient,ID_21,ID_5,27,21,Goal_7
300601,Waibira,1_3,450.358,Include,451.607,461.275,GoalAmbiguous,ID_21,ID_5,27,21,Goal_8
300599,Waibira,1_1,17.991,Include,19.425,21.646,GoalRecipient,ID_21,ID_5,27,21,Goal_8
300501,Waibira,Unclear,10.405,ExcludeEnd,11.197,10.405,Exclude,ID_21,ID_5,26,20,Goal_9
300599,Waibira,1_1,11.57,Include,13.439,21.646,GoalRecipient,ID_21,ID_5,27,21,Goal_8
300008,Waibira,1_1,58.5,Include,59.625,58.72,TimeExcludeRecipient,ID_21,ID_5,27,21,Goal_11
300601,Waibira,3_3,457.164,ExcludeEnd,458.84,461.275,GoalAmbiguous,ID_21,ID_5,27,21,Goal_8
300008,Waibira,1_1,56.639,ExcludeEnd,58.72,58.72,TimeExcludeRecipient,ID_21,ID_5,27,21,Goal_11
300602,Waibira,1_1,601.413,Include,603.582,603.798,GoalRecipient,ID_21,ID_5,27,21,Goal_8
300602,Waibira,1_1,600.85,Include,603.254,603.798,GoalRecipient,ID_21,ID_5,27,21,Goal_8
300592a,Waibira,1_2,21.562,Include,22.634,30.62,GoalSignaller,ID_21,ID_5,27,21,Goal_8
300694,Waibira,Unclear,73.367,Include,73.721,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,218.46,Include,218.935,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,160.714,Include,161.19,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,184.999,Include,185.394,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,3.336,Include,3.816,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300699,Waibira,Unclear,39.56,Include,40.038,49.393,GoalRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,532.228,Include,532.663,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,124.49,Include,125.088,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,126.966,Include,128.401,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,110.678,Include,111.235,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,460.289,Include,460.793,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,159.807,Include,160.56,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,154.234,Include,154.709,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,738.737,Include,739.439,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,208.655,Include,209.128,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,193.728,Include,194.363,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,681.137,Include,681.65,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,42.838,Include,43.473,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,599.523,Include,600.891,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,4.115,Include,4.955,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,117.771,Include,118.689,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,535.088,Include,535.839,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,605.042,Include,606.188,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,147.512,Include,149.495,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300699,Waibira,Unclear,35.283,Include,36.872,49.393,GoalRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,840.123,Include,840.357,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,179.704,Include,180.099,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,375.965,Include,376.681,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300702a,Waibira,1_2,27.435,Include,27.989,28.915,Exclude,ID_21,ID_10,29,40,Goal_9
300694,Waibira,Unclear,544.586,Include,545.141,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,192.958,Include,193.472,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,79.234,Include,79.992,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,158.75,Include,160.309,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,132.126,Include,132.521,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,66.74,Include,67.179,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,259.517,Include,259.954,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,397.301,Include,397.739,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,106.271,Include,106.949,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300699,Waibira,Unclear,32.225,Include,33.538,49.393,GoalRecipient,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,135.814,Include,137.321,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,1.688,Include,2.768,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,121.815,Include,123.535,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,159.285,Include,159.761,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,59.04,Include,59.598,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,177.588,Include,177.983,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,114.936,Include,115.413,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,60.118,Include,60.754,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,34.207,Include,34.643,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,6.608,Include,7.008,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,28.724,Include,29.124,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,89.689,Include,90.049,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,73.791,Include,74.271,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,635.769,Include,637.267,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,177.507,Include,177.864,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,92.481,Include,92.92,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,159.323,Include,159.878,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,64.586,Include,65.185,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,105.131,Include,105.729,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,120.05,Include,120.249,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,648.995,Include,649.429,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,685.355,Include,686.146,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,85.931,Include,86.449,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,110.683,Include,111.039,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,582.718,Include,583.153,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,116.946,Include,117.577,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300699,Waibira,Unclear,19.473,Include,19.982,49.393,GoalRecipient,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,107.158,Include,107.636,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,830.754,Include,830.991,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,452.695,ExcludeEnd,453.132,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,41.455,Include,41.854,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,128.362,Include,130.08,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,590.341,Include,590.892,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,521.746,Include,522.135,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300697,Waibira,Unclear,9.253,Include,9.646,9.253,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,456.018,Include,456.818,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,146.211,Include,147.043,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,538.769,Include,539.32,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,156.846,Include,157.957,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,155.934,Include,156.567,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,55.73,Include,56.327,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,191.634,Include,192.109,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,452.46,Include,453.017,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,125.83,Include,126.386,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,83.908,Include,84.455,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300703,Waibira,Unclear,9.11,Include,9.59,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,105.208,Include,105.886,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,40.29,Include,41.803,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300702a,Waibira,1_2,28.915,Include,29.589,28.915,Exclude,ID_21,ID_10,29,40,Goal_9
300703,Waibira,Unclear,14.581,Include,14.981,3.336,Exclude,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,6.653,Include,8.209,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,105.875,Include,106.395,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,100.643,Include,101.082,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,109.21,Include,109.767,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300683,Waibira,Unclear,133.711,Include,134.459,160.501,TimeExcludeAmbiguous,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,74.595,Include,75.155,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,654.37,Include,654.924,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,738.852,Include,739.483,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300705,Waibira,Unclear,219.364,Include,220.991,74.595,TimeExcludeRecipient,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,71.094,Include,72.374,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300694,Waibira,Unclear,333.046,Include,333.566,6.608,Exclude,ID_21,ID_10,29,40,Goal_26
300699,Waibira,Unclear,6.484,Include,6.844,49.393,GoalRecipient,ID_21,ID_10,29,40,Goal_26
300308,Waibira,1_1,3.742,Include,4.422,5.381,GoalRecipient,ID_21,ID_16,25,23,Goal_12
300613,Waibira,1_1,2.554,Include,3.134,17.227,TimeExcludeAmbiguous,ID_21,ID_36,27,32,Goal_8
300613,Waibira,1_1,5.512,Exclude,6.185,17.227,TimeExcludeAmbiguous,ID_21,ID_36,27,32,Goal_8
300610,Waibira,1_1,99.515,Include,101.454,103.521,GoalRecipient,ID_21,ID_36,27,32,Goal_8
300613,Waibira,1_1,2.694,Include,2.894,17.227,TimeExcludeAmbiguous,ID_21,ID_36,27,32,Goal_8
300611b,Waibira,2_2,273.534,Include,275.205,277.861,GoalAmbiguous,ID_21,ID_36,27,32,Goal_8
300610,Waibira,1_1,99.824,Include,100.942,103.521,GoalRecipient,ID_21,ID_36,27,32,Goal_8
300613,Waibira,1_1,12.893,ExcludeEnd,14.226,17.227,TimeExcludeAmbiguous,ID_21,ID_36,27,32,Goal_8
300612a,Waibira,1_2,8.434,Include,10.056,13.648,TimeExcludeRecipient,ID_21,ID_36,27,32,Goal_12
300612a,Waibira,1_2,2.104,Include,3.564,13.648,TimeExcludeRecipient,ID_21,ID_36,27,32,Goal_12
300030,Waibira,1_1,19.906,Include,23.407,25.63,GoalRecipient,ID_21,ID_37,27,15,Goal_11
300030,Waibira,1_1,19.597,Include,21.363,25.63,GoalRecipient,ID_21,ID_37,27,15,Goal_11
300413,Waibira,Unclear,2.005,Exclude,3.405,5.124,GoalRecipient,ID_21,ID_41,25,41,Goal_7
300401,Waibira,1_1,2.039,Include,4.238,4.523,GoalRecipient,ID_21,ID_41,25,41,Goal_11
300401,Waibira,1_1,1.843,ExcludeEnd,3.203,4.523,GoalRecipient,ID_21,ID_41,25,41,Goal_11
300411,Waibira,1_1,3.758,Include,5.278,6.278,GoalRecipient,ID_21,ID_41,25,41,Goal_7
300411,Waibira,1_1,3.878,Include,5.318,6.278,GoalRecipient,ID_21,ID_41,25,41,Goal_7
300413,Waibira,Unclear,2.005,ExcludeStart,3.245,5.124,GoalRecipient,ID_21,ID_41,25,41,Goal_7
300410,Waibira,1_1,0.16,Include,2.754,4.317,GoalRecipient,ID_21,ID_41,25,41,Goal_11
300189b,Waibira,2_2,337.982,Include,339.313,340.522,TimeExcludeRecipient,ID_21,ID_47,28,18,Goal_11
300189b,Waibira,2_2,335.402,Include,339.86,340.522,TimeExcludeRecipient,ID_21,ID_47,28,18,Goal_11
300329,Waibira,1_1,1.601,Include,4.533,5.673,GoalRecipient,ID_21,ID_51,25,24,Goal_7
300857,Waibira,1_1,3.606,Include,4.086,3.606,Exclude,ID_21,J,30,NA,Goal_27
300857,Waibira,1_1,15.223,Include,15.735,3.606,Exclude,ID_21,J,30,NA,Goal_27
300857,Waibira,1_1,46.11,Include,46.668,3.606,Exclude,ID_21,J,30,NA,Goal_27
300425,Waibira,1_1,3.154,ExcludeEnd,4.474,3.154,TimeExcludeAmbiguous,ID_21,ID_81,25,36,Goal_8
300261a,Waibira,1_2,1.823,Include,2.823,3.114,GoalAmbiguous,ID_21,ID_81,28,39,Goal_14
300443b,Waibira,2_2,10.704,Include,12.543,14.4,GoalRecipient,ID_21,ID_81,25,36,Goal_7
300520,Waibira,1_1,10.094,ExcludeEnd,11.241,14.737,GoalAmbiguous,ID_21,ID_110,26,15,Goal_8
300738,Waibira,1_1,24.79,Include,26.83,28.497,GoalRecipient,ID_21,ID_110,30,19,Goal_8
300520,Waibira,1_1,12.617,Include,13.64,14.737,GoalAmbiguous,ID_21,ID_110,26,15,Goal_8
